what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025826595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025830442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490025830451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025867620
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1490025867661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025885910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025890195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025893365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1490025893381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1490025936156
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1490025974513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025979100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025984523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1490025984530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025992246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490025998715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1490025998725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026001926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026012715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1490026012726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1490026012726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026027261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026105304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1490026110879
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026117848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026118101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026119528
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1490026121888
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026121889
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026123173
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1490026124342
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026124343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490026131403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026135185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026147849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026147863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026148945
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1490026148948
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026153936
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026153956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026185197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026244284
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1490026246570
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026246570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490026249239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026252993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490026258114
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1490026258128
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026258311
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490026258340
