what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490000849680
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1490000897077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490000903233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001046100
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001095026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001096948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001099174
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490001099323
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490001099343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1490001102188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001104317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001174380
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001272571
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490001272571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1490001274953
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001275231
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001275258
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001276775
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001283449
closed,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001283449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001401023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001403574
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490001405523
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490001405556
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001453323
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1490001475635
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1490001483459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001615835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001617778
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1490001619893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001628854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490001788629
