what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1490266778821
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1490266778821
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1490266778821
java.vm.specification.version,sysinfo,,,"1.7",1490266778821
java.vm.vendor,sysinfo,,,"Oracle Corporation",1490266778821
java.vm.version,sysinfo,,,"24.45-b08",1490266778821
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1490266778946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490266790772
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490266826456
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1490266826464
started,bundle,org.eclipse.epp.mpc.core,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.core",1490266830442
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1490266830443
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1490266830445
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1490266830465
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1490266830483
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1490266830483
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1490266830483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490266831666
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1490266831695
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1490266831702
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1490266852754
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1490266856652
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1490266856656
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1490266856727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490266856782
executed,command,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1490266856789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490266857052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1490266863743
stopped,bundle,com.ibh.systems.build.base,0.5.2.201309301416,"com.ibh.systems.build.base",1490266863784
unresolved,bundle,com.ibh.systems.build.base,0.5.2.201309301416,"com.ibh.systems.build.base",1490266863784
uninstalled,bundle,com.ibh.systems.build.base,0.5.2.201309301416,"com.ibh.systems.build.base",1490266863784
unresolved,bundle,javax.servlet,3.0.0.v201112011016,"javax.servlet",1490266863786
uninstalled,bundle,javax.servlet,3.0.0.v201112011016,"javax.servlet",1490266863786
unresolved,bundle,ch.qos.logback.classic,1.0.0,"ch.qos.logback.classic",1490266863787
uninstalled,bundle,ch.qos.logback.classic,1.0.0,"ch.qos.logback.classic",1490266863787
stopped,bundle,com.ibh.systems.build.pde.version,0.5.2.201309301416,"com.ibh.systems.build.pde.version",1490266863787
unresolved,bundle,com.ibh.systems.build.pde.version,0.5.2.201309301416,"com.ibh.systems.build.pde.version",1490266863787
uninstalled,bundle,com.ibh.systems.build.pde.version,0.5.2.201309301416,"com.ibh.systems.build.pde.version",1490266863787
unresolved,bundle,org.openscada.ui.utils,1.0.0.201303051459,"org.openscada.ui.utils",1490266863788
uninstalled,bundle,org.openscada.ui.utils,1.0.0.201303051459,"org.openscada.ui.utils",1490266863788
unresolved,bundle,org.openscada.utils,1.0.0.201303051453,"org.openscada.utils",1490266863788
uninstalled,bundle,org.openscada.utils,1.0.0.201303051453,"org.openscada.utils",1490266863788
stopped,bundle,org.openscada.ui.databinding,1.0.0.201303051459,"org.openscada.ui.databinding",1490266863789
unresolved,bundle,org.openscada.ui.databinding,1.0.0.201303051459,"org.openscada.ui.databinding",1490266863789
uninstalled,bundle,org.openscada.ui.databinding,1.0.0.201303051459,"org.openscada.ui.databinding",1490266863789
unresolved,bundle,slf4j.api,1.6.4,"slf4j.api",1490266863789
uninstalled,bundle,slf4j.api,1.6.4,"slf4j.api",1490266863789
stopped,bundle,com.ibh.systems.build.tycho.mavenize,0.5.2.201309301416,"com.ibh.systems.build.tycho.mavenize",1490266863790
unresolved,bundle,com.ibh.systems.build.tycho.mavenize,0.5.2.201309301416,"com.ibh.systems.build.tycho.mavenize",1490266863790
uninstalled,bundle,com.ibh.systems.build.tycho.mavenize,0.5.2.201309301416,"com.ibh.systems.build.tycho.mavenize",1490266863790
stopped,bundle,com.ibh.systems.build.pde.rename,0.5.2.201309301416,"com.ibh.systems.build.pde.rename",1490266863791
unresolved,bundle,com.ibh.systems.build.pde.rename,0.5.2.201309301416,"com.ibh.systems.build.pde.rename",1490266863791
uninstalled,bundle,com.ibh.systems.build.pde.rename,0.5.2.201309301416,"com.ibh.systems.build.pde.rename",1490266863791
unresolved,bundle,com.google.guava,10.0.1.v201203051515,"com.google.guava",1490266863791
uninstalled,bundle,com.google.guava,10.0.1.v201203051515,"com.google.guava",1490266863792
unresolved,bundle,ch.qos.logback.core,1.0.0,"ch.qos.logback.core",1490266863792
uninstalled,bundle,ch.qos.logback.core,1.0.0,"ch.qos.logback.core",1490266863792
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1490266863832
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1490266863832
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1490266863832
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1490266863832
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1490266863832
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1490266863832
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1490266863832
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1490266863832
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1490266863832
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1490266863833
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1490266863833
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1490266863833
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1490266863833
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1490266863833
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1490266863833
stopped,bundle,org.eclipse.equinox.jsp.jasper.registry,1.0.200.v20100503,"org.eclipse.equinox.jsp.jasper.registry",1490266863833
stopped,bundle,org.eclipse.equinox.jsp.jasper,1.0.300.v20110502,"org.eclipse.equinox.jsp.jasper",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.hsqldb.ui,1.0.0.v201108120600,"org.eclipse.datatools.enablement.hsqldb.ui",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.postgresql.ui,1.0.0.v201107221506,"org.eclipse.datatools.enablement.postgresql.ui",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.sqlite.ui,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sqlite.ui",1490266863833
stopped,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1490266863833
stopped,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1490266863833
stopped,bundle,org.eclipse.datatools.connectivity.db.generic.ui,1.0.1.v201107221459,"org.eclipse.datatools.connectivity.db.generic.ui",1490266863833
stopped,bundle,org.eclipse.datatools.connectivity.apache.derby.ui,1.0.3.v201107221459,"org.eclipse.datatools.connectivity.apache.derby.ui",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1490266863833
stopped,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090452,"org.eclipse.datatools.enablement.sybase.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.data.ui,1.2.1.v201010270945,"org.eclipse.datatools.sqltools.data.ui",1490266863833
stopped,bundle,org.eclipse.datatools.connectivity.sqm.server.ui,1.1.100.v201107221459,"org.eclipse.datatools.connectivity.sqm.server.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.2.v201201131129,"org.eclipse.datatools.sqltools.ddlgen.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.db.derby.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.derby.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.db.generic.ui,1.0.0.v200906020900,"org.eclipse.datatools.sqltools.db.generic.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor.ui,1.0.2.v201111230714,"org.eclipse.datatools.sqltools.routineeditor.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.3.v201107221520,"org.eclipse.datatools.sqltools.sqlbuilder",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.1.v201107221520,"org.eclipse.datatools.sqltools.debugger.core",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages,1.1.0.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui.pages",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.schemaobjecteditor.ui,1.1.1.200810071,"org.eclipse.datatools.sqltools.schemaobjecteditor.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.1.v201107221520,"org.eclipse.datatools.sqltools.sqlscrapbook",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.2.v201107221520,"org.eclipse.datatools.sqltools.sqleditor",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.editor.core.ui,1.0.0.v201001150815,"org.eclipse.datatools.sqltools.editor.core.ui",1490266863833
stopped,bundle,org.eclipse.datatools.sqltools.tabledataeditor,1.0.1.v201005250945,"org.eclipse.datatools.sqltools.tabledataeditor",1490266863833
stopped,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.1.v20110926045,"org.eclipse.datatools.connectivity.sqm.core.ui",1490266863833
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.ui,1.1.200.v201004290730,"org.eclipse.jst.j2ee.ejb.annotations.ui",1490266863833
stopped,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.ui.dse",1490266863833
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1490266863833
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.200.v201103302125,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1490266863833
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1490266863833
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1490266863834
